en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
acquisitive;mal düşkünü;adj.;He has an acquisitive nature.;Mal mülk düşkünü bir doğası var.;"greedy; avaricious; possessive";"generous; unacquisitive";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
across;karşıdan, karşıya;prep.;He swam across the wide river to reach the other side where his friends were waiting.;Arkadaşlarının beklediği diğer tarafa ulaşmak için geniş nehrin karşısına yüzdü.;from one side to the other;-;A2;"preposition; grammar; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
across the world;dünyanın her yerinde;phr. v.;People across the world use the internet.;Dünyanın her yerinde insanlar interneti kullanıyor.;"worldwide; globally";-;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
act;hareket etmek, rol almak;v.;In emergency situations, it is absolutely crucial to act quickly and calmly to ensure everyone's safety.;Acil durumlarda, herkesin güvenliğini sağlamak için hızlı ve sakin bir şekilde hareket etmek kesinlikle çok önemlidir.;"perform; behave";"idle; cease";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
act out;"rol yapmak, canlandırmak; yaramazlık yapmak";phr. v.;The therapist encouraged the child to act out his feelings of anger using toys instead of keeping them inside.;Terapist, çocuğu öfke duygularını içinde tutmak yerine oyuncaklar kullanarak canlandırmaya teşvik etti.;"portray; perform; misbehave";;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
actually;aslında, gerçekten;conj.;Actually, I have a meeting in five minutes, so I can't talk long.;Aslında, beş dakika sonra bir toplantım var, bu yüzden uzun konuşamam.;"in fact; as a matter of fact";—;A2;"conjunction; grammar; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
acumen;zeka, kavrayış;n.;His sharp business acumen allowed him to see opportunities that others missed and build a successful company from nothing.;Keskin iş zekası, başkalarının gözden kaçırdığı fırsatları görmesini ve yoktan başarılı bir şirket kurmasını sağladı.;shrewdness, sharpness, insight;stupidity, foolishness;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
acupuncture;akupunktur;n.;Many people find that acupuncture is an effective treatment for chronic pain and can help them reduce their reliance on medication.;Birçok kişi akupunkturun kronik ağrı için etkili bir tedavi olduğunu ve ilaçlara olan bağımlılıklarını azaltmalarına yardımcı olabileceğini düşünüyor.;;;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
acute;(duyu) keskin, hassas;adj.;Dogs have an incredibly acute sense of smell, which is why they are often used by police to detect drugs or explosives.;Köpekler inanılmaz derecede keskin bir koku alma duyusuna sahiptir, bu yüzden polis tarafından sıklıkla uyuşturucu veya patlayıcı tespit etmek için kullanılırlar.;sharp, keen, sensitive;dull, blunt, insensitive;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
acutely;şiddetle, ciddi, keskin, kuvvetli bir şekilde;adv.;She is acutely aware of the challenges involved in starting her own business.;Kendi işini kurmanın içerdiği zorlukların şiddetle farkındadır.;"sharply; keenly; intensely; severely";"slightly; mildly";C1;"verb; action; advanced";Bir duygunun veya durumun çok güçlü bir şekilde hissedildiğini belirtir.
adamant;"kararlı; dirençli";adj.;She was adamant that she would not change her mind.;Fikrini değiştirmeyeceği konusunda kararlıydı.;"determined; insistent; unyielding";"wavering; flexible";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
adapt;uyum sağlamak;v.;In order to survive in a rapidly changing world, both individuals and organizations must constantly adapt to new circumstances.;Hızla değişen bir dünyada hayatta kalabilmek için hem bireyler hem de kuruluşlar sürekli olarak yeni koşullara uyum sağlamalıdır.;"adjust; conform";resist;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adaption;alıştırma, uyum;n.;The adaption of the novel into a film was successful.;Romanın filme uyarlanması başarılı oldu.;"adjustment; modification; conversion";-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
add;eklemek, ilave etmek;v.;Before submitting your essay, make sure to add a comprehensive bibliography that lists all the sources you cited.;Makalenizi teslim etmeden önce, alıntı yaptığınız tüm kaynakları listeleyen kapsamlı bir kaynakça eklediğinizden emin olun.;"include; attach";"remove; subtract";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
added;eklenmiş;adj.;The added sugar in processed foods can contribute to various health problems.;İşlenmiş gıdalardaki eklenmiş şeker, çeşitli sağlık sorunlarına katkıda bulunabilir.;"extra; supplementary";removed;B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
addicted;"Tiryaki; Müptela";adj.;He became addicted to video games during his university years, which affected his studies.;Üniversite yıllarında video oyunlarına bağımlı hale geldi ve bu durum derslerini etkiledi.;"dependent; hooked; obsessed";"clean; indifferent";B2;"yds; yokdil; health";Fiziksel veya psikolojik olarak bir maddeye veya aktiviteye bağımlı olmak.
addiction;bağımlılık;n.;His addiction to video games was so severe that he would often skip meals and stay up all night playing, neglecting his schoolwork and social life.;Video oyunlarına olan bağımlılığı o kadar şiddetliydi ki sık sık öğünleri atlıyor ve bütün gece oyun oynayarak uyumuyor, okul çalışmalarını ve sosyal hayatını ihmal ediyordu.;dependence, habit, obsession;;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
addictive;bağımlılık yapan;adj.;Experts warn that for some individuals, shoplifting can become an addictive behavior that is incredibly difficult to stop without professional help.;Uzmanlar, bazı bireyler için alışveriş yapmanın, profesyonel yardım olmadan durdurulması inanılmaz derecede zor olan bağımlılık yapıcı bir davranış haline gelebileceği konusunda uyarıyor.;habit-forming, compulsive, gripping;-;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
addition;ekleme;n.;The addition of a swimming pool to the hotel significantly increased its popularity among tourists.;Otele bir yüzme havuzunun eklenmesi, turistler arasındaki popülerliğini önemli ölçüde artırdı.;"inclusion; supplement";"removal; subtraction";B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
additional;"ilave; ek";adj.;We had to hire additional staff to manage the overwhelming workload during the summer season.;Yaz sezonunda bunaltıcı iş yükünü yönetmek için ek personel almak zorunda kaldık.;"extra; supplementary; further";"necessary; essential";B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
additionally;ayrıca;adv.;The new smartphone has a longer battery life. Additionally, its camera has been significantly upgraded.;Yeni akıllı telefonun pil ömrü daha uzun. Ayrıca, kamerası da önemli ölçüde yükseltildi.;"furthermore; moreover; also";-;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
additive;katkı maddesi;n.;Some people prefer to buy food that contains no artificial additives or preservatives.;Bazı insanlar, yapay katkı maddesi veya koruyucu içermeyen yiyecekleri satın almayı tercih eder.;"supplement; preservative";-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
arrest;"tutuklamak; durdurmak, önlemek, kesmek; tutuklama";"n.;v.";The police obtained a warrant to arrest the suspect at his residence early in the morning.;Polis, sabah erken saatlerde şüpheliyi ikametgahında tutuklamak için bir emir çıkardı.;"apprehend; detain; seize; stop; halt";"release; free; liberate";B2;"noun; vocabulary";Tutuklama eyleminin yanı sıra bir süreci veya gelişmeyi durdurmak anlamında da kullanılabilir.
adept;"becerikli, usta, mahir; usta, üstat";"adj.;n.";She is remarkably adept at learning new languages quickly.;Yeni dilleri hızlıca öğrenmede son derece ustadır.;"skilled; expert; proficient; master";"inept; clumsy; unskilled";C1;"noun; vocabulary; advanced";Bir şeyi yapmada çok yetenekli.
adequate;yeterli;adj.;Unfortunately, some of the expensive creams we tested failed to give adequate protection against harmful UV light.;Ne yazık ki, test ettiğimiz pahalı kremlerin bazıları zararlı UV ışınlarına karşı yeterli koruma sağlamakta başarısız oldu.;"sufficient; enough";"insufficient; inadequate";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adhere;yapışmak;v.;Before mailing the important letter, please make absolutely sure that the postage stamp adheres firmly and properly to the envelope so it doesn't accidentally fall off during transit.;Önemli mektubu postalamadan önce, lütfen posta pulunun nakliye sırasında yanlışlıkla düşmemesi için zarfa sıkıca ve düzgün bir şekilde yapıştığından kesinlikle emin olun.;"stick; cling";"come off; detach";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
adhere to;bağlı kalmak, sadık kalmak;phr. v.;To succeed in this course, you must strictly adhere to the guidelines provided by your instructor.;Bu derste başarılı olmak için, eğitmeniniz tarafından sağlanan yönergelere kesinlikle uymanız gerekir.;"follow; obey; comply with";"disregard; ignore; violate";B2;"verb; action";Bir kurala, söze veya plana sıkı sıkıya bağlı kalmak.
adherence;bağlılık, sadakat;n.;Strict adherence to the safety protocols is essential to prevent accidents in the laboratory.;Laboratuvarda kazaları önlemek için güvenlik protokollerine sıkı sıkıya bağlılık şarttır.;commitment, loyalty, devotion;disregard, neglect;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adhesive;yapıştırıcı, yapışkan;"n.;adj.";You'll need a strong adhesive to fix the broken handle back onto the ceramic mug.;Kırık kulpu seramik bardağa geri tutturmak için güçlü bir yapıştırıcıya ihtiyacınız olacak.;"glue; sticky; adherent";nonadhesive;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adjacent;yan yana, bitişik;adj.;The two buildings are adjacent to each other, with only a narrow alleyway separating them.;İki bina birbirine bitişik, sadece dar bir ara sokak onları ayırıyor.;"adjoining; neighboring";separate;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adjacent (to);bitişik;adj.;The hotel is adjacent to the airport.;Otel havaalanına bitişiktir.;"next to; neighboring";far from;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adjoining;bitişik, yan yana;adj.;We booked a hotel suite with two adjoining bedrooms, which was perfect for the family.;İki bitişik yatak odalı bir otel süiti ayırttık, bu aile için mükemmeldi.;"adjacent; connected";detached;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
adjust;ayarlamak, uydurmak;v.;You may need to adjust the settings on your new phone to optimize the battery life for your daily usage patterns.;Pil ömrünü günlük kullanım alışkanlıklarınıza göre optimize etmek için yeni telefonunuzdaki ayarları yapmanız gerekebilir.;"regulate; tune";"disturb; disorder";B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
administer;"yönetmek, idare etmek; uygulamak, vermek, tatbik etmek";v.;It is the job of the court to administer justice fairly and impartially.;Adaleti adil ve tarafsız bir şekilde uygulamak mahkemenin işidir.;"manage; direct; execute; dispense";-;C1;"verb; action; advanced";İşleri yönetmek veya bir ilacı/cezayı uygulamak.
administrator;yönetici, idareci, müdür, yönetmen;n.;The school administrator is responsible for managing the budget and staff.;Okul yöneticisi, bütçeyi ve personeli yönetmekten sorumludur.;"manager; director; executive; supervisor";"employee; worker";B2;"noun; vocabulary";Bir organizasyonu yöneten kişi.
admirable;hayranlık uyandıran;adj.;Her dedication is admirable.;Onun bağlılığı takdire şayan.;"commendable; praiseworthy; excellent";"deplorable; contemptible";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
admirably;hayran bırakan bir şekilde;adv.;She handled the situation admirably.;Durumu takdire şayan bir şekilde idare etti.;"commendably; excellently; worthily";"poorly; badly";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
